Movie Title,Ratinng,genre,act,Plot
Sssshhh...,4.3,"Horror, Mystery","Tanishaa Mukerji, Dino Morea, Karann Nathh, Gaurav Kapoor, Suvarna Jha, Kushal Punjabi, Tina Choudhary, Alyy Khan, Maya Alagh, Alistair Woodham, Nassar Abdulla, Shaukat Baig, Savita Bajaj, Renuka Chowdhary, S.K. Abbas, Sakshi Sem, Shivaji Satam, Simone Singh","giallo, bollywood giallo, indian giallo, serial murder, underwater scene, co ed, college campus, arrest, murder, police, blood spatter, blood, violence, fortune teller, dripping blood, bloody footprint, hung upside down, leg injury, raft, throat slitting, stabbed in the eye, shot through the mouth, severed hand, hanging, shot in the back, jumping into a river, dead body, drowning, ring, football, beach, island, murder of sister, loss of sister, woman in jeopardy, rivals in love, romantic rivalry, masked killer, vacation, car crash, vengeance, party, bangkok thailand, teenager, psychopath, love triangle, attempted murder, slasher, revenge, jealousy, love, punctuation in title, one word title, ellipsis in title"
Dobaara: See Your Evil,3.8,"Horror, Mystery","Adil Hussain, Huma Qureshi, Madalina Bellariu Ion, Lisa Ray, Saqib Saleem, Parimal Aloke, Richard Banks, Paul Blackwell, Lee Nicholas Harris, Chris Martin Hill, Jassie Mortimer, Rob Oldfield, Darcie Rose, Rysa Saujani, Abhishek Singh",mirror
Utt Pataang,6.0,"Comedy, Drama","Vinay Pathak, Saurabh Shukla, Mahie Gill, Mona Singh, Sanjay Mishra, Brijendra Kala, Delnaaz Irani, Govind Namdeo, Murli Sharma, Kurush Deboo, Shiraz P., Mukesh Ahuja, Satyendra Paul, Pranav Singh",friend
Barkhaa,5.1,"Drama, Romance","Sara Loren, Priyanshu Chatterjee, Muntazir Ahmad, Taha Shah Badussha, Shreya Chawla, Puneet Issar, Shweta Pandit, Ashiesh Roy, Sonam Sharma, Raashul Tandon","flashback, forename as title, class differences, forbidden love, love, bar dancer, character name in title"
Gangoobai,7.6,"Drama, Family","Sarita Joshi, Purab Kohli, Mita Vashisht, Raj Zutshi, Gopi Desai, Aparna Kanekar, Behram Rana, Rushad Rana, Ritu Sharma, Ankita Shrivastav, Nidhi Sunil, Ardra Swaroop",f rated
Sir,7.7,"Drama, Romance","Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth Shah, Chandrachoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Akash Sinha, Rashi Mal, Ahmareen Anjum, Alok Chaturvedi, Saharsh Kumar Shukla, Bachan Pachera, Anushree Kushwaha, Sadhna Bhupindra Liya, Dharmendra Tripathi","written by director, title directed by female, f rated, triple f rated, one word title, india, maid, canceled wedding, widow, love, impossible love, kiss, cooking, construction site, watching tv, tailor, gift, sewing, sewing machine, tradition, humiliation, bracelet, fashion designer, telephone call, mumbai, title spoken by character"
Eena Meena Deeka,4.5,"Action, Comedy, Crime","Vinod Khanna, Rishi Kapoor, Juhi Chawla, Kader Khan, Shakti Kapoor, Anupam Kher, Kiran Kumar, Gulshan Grover, Mohnish Bahl, Alok Nath, Anjana Mumtaz, Shiva Rindani, Balbinder, Arun Bakshi, Dina Pathak, Javed Khan Amrohi, Neena Gupta, Suresh Bhagwat","bank robber, bank robbery, woman in labor, red car, mother son relationship, military training, long lost brother, village, on the run, love on the run, fugitive, ex convict, childbirth, title based on song, beggar, character name in title, police, bank, jail, escape, criminal, police station, wrongful conviction, veterinarian, trap, tied to a chair, thrown through a windshield, shot in the leg, river, reward, revolver, rescue from drowning, prison escape, mistaken identity, man in drag, jailbreak, injection, hostage, hospital, held at gunpoint, heart attack, handcuffs, gun, grenade, frame up, fair, driving through a wall, chase, car chase, camera, bridge, bounty, bag of money, arrest, ambush, false accusation, spoof, parody, man disguised as a woman, kidnapping, forced marriage, disguise, thief, cinephile, marriage, love, jealousy, guard, death of son"
Dear Dad,6.2,"Drama, Family","Arvind Swamy, Ekavali Khanna, Himanshu Sharma, Bhavika Bhasin, Sonika Chopra, Raman Singh Rawat, Aman Uppal",sorry
Dear Maya,5.9,"Drama, Romance","Manisha Koirala, Madiha Imam, Shreya Chaudhary, Iravati Harshe, Reuben Israel, Rohit Saraf, Lalita Parvez, Sahil Shroff, Sahiba Bali, Meenakshi Chopra, Anubha Arora, Madhu Rajesh, Rakeysh Omprakash Mehra, Wishveash Sharkholi, Naila Grewal, Kiran Lall, Tapasya Dasgupta, Sarla Kant",secret
Faraar,5.8,"Action, Drama, Romance","Dev Anand, Geeta Bali, Manmohan Krishna, Mehmood, Kamal, Krishan Dhawan, Krishnakant, Anand Pal, Bhagwan Sinha, Unis, Kapoor, Prabhuji, Balbir, Shrawan Kumar, Poonam, Randhir",police
Prassthanam,5.8,"Action, Drama","Sanjay Dutt, Jackie Shroff, Ali Fazal, Manisha Koirala, Chunky Pandey, Satyajeet Dubey, Amyra Dastur, Yashraaj Chaurasia, Abhishek Diwan, Yash eshwari Francis, Zakhir Hussain, Dawood Khan, Fareed Khan, Midhat Khan, Chahat Khanna, Aryaansh Kumar, Umair Patel, Proshant",political
Hawa,3.2,"Drama, Horror, Thriller","Tabu, Shahbaaz Khan, Mukesh Tiwari, Imran Khan, Grusha Kapoor, Vishwajeet Pradhan, Amit Behl, Avtar Gill, Hansika Motwani, Baby Bhavika, Suresh Chatwal, Dolma",sorry
Khuddar,6.7,"Action, Drama","Sanjeev Kumar, Amitabh Bachchan, Vinod Mehra, Tanuja Samarth, Parveen Babi, Bindiya Goswami, Prem Chopra, Mehmood, A.K. Hangal, Ramesh Deo, Pinchoo Kapoor, Madhu Malini, Kalpana Iyer, Vikas Anand, Ravindra Kapoor, Gajanan Jagirdar, Shammi, Ali Masood","murder, brother brother relationship, judge, orphan, lawyer, framed for murder, greed, muslim, court, taxi driver, mistreatment, smuggling, long lost brother, disco, fistfight, car chase, car crash, brother in law sister in law relationship"
Aggar,4.2,"Romance, Thriller","Tusshar Kapoor, Udita Goswami, Shreyas Talpade, Sophiya Chaudhary, Nauheed Cyrusi, Vikas Kalantri, Rajeev Khandelwal","psychiatrist, obsession, psychotic, one night stand, obsessive love, murderer, mental patient, mental hospital, adultery"
Qaidi Band,5.8,"Drama, Music","Anna Ador, Ram Kapoor, Sachin Pilgaonkar, Lin Laishram, Luv Vispute, Ashi Singh, Jitin Gulati, Aadar Jain, Lalit Jha, Deepak Simwal, Anya Singh, Rishank Tiwari, Cyndy Khojol, Kanishka Aggarwal, Raman Khatri, Sufrat Khan, Peter Muxka Manuel, Bobby Arora",jail
Rakshak,5.0,"Action, Thriller","Suniel Shetty, Karisma Kapoor, Sonali Bendre, Raghuvaran, Arun Bakshi, Dinesh Hingoo, Aruna Irani, Mushtaq Khan, Pramod Moutho, Alok Nath, Harish Patel, Ponnambalam, Deepak Shirke, Shivkumar Subramaniam, Raveena Tandon","violence, mother son relationship, action hero, corrupt cop, husband wife relationship, flashback, memory, tough guy, one man army, tickling, navel, touching someone's navel, friendship, friend, flirting, prank, kindness, attempted suicide, attempted suicide by hanging, printing press, counterfeit money, gangster, presumed dead, strangulation, greed, tough cop, home invasion, dual wield, evidence, police informer, friend turned foe, garrote, incriminating photograph, evil man, showdown, brutality, henchman, father son reunion, death of wife, child kidnapping, violence against a woman, psychopathic killer, recuperation, murder of mother, betrayal by friend, murder, police, organized crime, revenge, murder of wife, counterfeiting, hospital, coma, death of mother, jumping onto a car, fight, rescue, beating, lust, seduction, telephone call, elevator, handcuffs, attempted murder, anger, fistfight, train station, doctor, bank, ambulance, bedroom, hitman, biting someone's hand, motorcycle jump, dream, rain, brawl, bathing, towel, mud, wedding, marriage proposal, mental illness, debt, jewelry, well, breaking down a door, falling into a well, criminal, betrayal, pistol, tent, police station, shootout, stabbed to death, arrogance, confrontation, fair, stabbed in the hand, ice pick, hide and seek, ice factory, boy, blood splatter, explosion, shot to death, shotgun, knife, blood, machine gun, impalement, airport, shot in the chest, face slap, grenade, shot in the back, hand to hand combat, threat, shot in the leg, rampage, shot in the head, factory, jeep, exercising, gunshot, pigeon, biker, hit by a car, exploding motorcycle, hung from a hook, stabbed in the back, woman slaps a man, throwing a knife, dying woman, man hits a woman, man stabs a woman, man strangles a woman, billhook, car crashing through a window, toilet, bare chested male, attempted bank robbery, death of father, title spoken by character"
Angaar,6.1,"Action, Comedy, Crime","Vikram, Kiran Rathod, Kalabhavan Mani, Murali, Vinuchakravarthy, Charlie, Dhamu, Ramesh Khanna, Vaiyapuri, Madhan Bob, Rani, Gemini Ganesan, Aachi Manorama, Thennavan","character name as title, one word title, love, hoodlum, rival, fight, reformed criminal, corrupt cop, gang, murder, jail, criminal, birthday"
Julie 2,2.2,"Drama, Romance, Thriller","Nishikant Kamat, Raai Laxmi, Rati Agnihotri, Ravi Kishan, Pankaj Tripathi, Ashok Banthia, Pratik Dixit, Kamal Ghimiray, Dev Gill, Brij Gopal, Ravi Gosain, Premnath Gulati, Anant Jog, Atul Kale, Asad Khan, Shashi Kiran, Siemit Kumar, Dolly Minhas","casting couch, adults"
Nigahen: Nagina Part II,5.0,"Drama, Family, Fantasy","Sunny Deol, Sridevi, Anupam Kher, Gulshan Grover, Aruna Irani, Anjana Mumtaz, Jagdeep, Dev Sharma, Deepak Ghatak, Shabana, Vidya Shenoy, Sheetal, Ratna, Yasmin, Tarana, Aditya Sharma, Jeetendra Khanna, Subhash Kapoor",sorry
Jab Jab Phool Khile,6.6,"Musical, Romance","Nanda Karnataki, Shashi Kapoor, Agha, Shammi, B.B. Bhalla, Kamal Kapoor, Farida Dadi, Mridula Rani, Ashwani Kumar, Nikii Waalia, Shyam Kansare, Javed, Prayag Raj, Jatin Khanna, Tun Tun, Tina Misquitta",fall
Amavas,2.7,"Horror, Thriller","Ali Asgar, Ali Asgar, Vivan Bhatena, Sabina Chema, Navneet Kaur Dhillon, Nargis Fakhri, Sachiin Joshi, Shabnam Karimzada, Kevin Matadeen, Mona Singh, Shreya Bhattacharya","uk, india, vacation gone wrong"
Zor,0.0,sorry,sorry,"friendship, father son relationship, terrorism, terrorist, conspiracy, frame up, tough guy, best friend, muslim, friendship between men, testimony, hindu, interfaith friendship, kashmir, reporter, traitor, arrest, hero, trial, court, title spoken by character, politician, anger, attempted murder, police commissioner, threat, intimidation, engagement, loss of family, brother sister relationship, argument, helicopter, manhole, religious leader, manhole cover, godman, grandmother grandson relationship, police, journalist, head wound, bomb, exploding car, theft, hidden microphone, rival, one word title"
Aan,5.7,"Action, Crime, Drama","Akshay Kumar, Shatrughan Sinha, Suniel Shetty, Paresh Rawal, Jackie Shroff, Irrfan Khan, Om Puri, Rahul Dev, Raveena Tandon, Lara Dutta, Preeti Jhangiani, Vijay Raaz, Rajpal Naurang Yadav, Manoj Joshi, Ravi Kishan, Anjan Srivastav, Shri Vallabh Vyas, Ajinkya Deo","police, police station, mob, violence, toilet, toilet humor, smuggler, shootout, righteous rage, revolver, police officer, police officer killed, police corruption, paan, morgue, morality, mistress, love interest, informant, horse, honesty, helicopter, good versus evil, gangster, gangster's moll, fighting the system, falling from height, courtroom, corruption, corrupt politician, corrupt judge, businessman"
Dacait,6.5,"Action, Drama","Rakhee Gulzar, Sunny Deol, Meenakshi Sheshadri, Suresh Oberoi, Raza Murad, A.K. Hangal, Shafi Inamdar, Dan Dhanoa, Dilshaad, Satyajeet Puri, Paresh Rawal, Anita Kanwar, Urmila Matondkar, H.L. Pardesi, Harish Patel, Ghanshyam Rohera, Sunder, Swapna","police, murder, brother sister relationship, brother brother relationship, mother son relationship, anti hero, death of sister, death of brother, revenge, escape, rape, family relationships, bandit"
Dulaara,5.5,Drama,"Abhilasha, Rani Chatterjee, Mohini Ghosh, Iampriyanshusah, Ashutosh Khare, Neel Singh Mani, Awdhesh Mishra, Vandhani Mishra, Pradeep Pandey, Gopal Rai, Vishal Raj, Priyanshu Sah, Pushpa Shukla, Jassi Singh, Ritu Singh, Sen Dutt Singh, Tanushree, Manoj Tiger",sorry
Yeh Dil Aashiqanaa,4.3,"Action, Romance","Karann Nathh, Jividha Sharma, Aruna Irani, Rajeev Verma, Mohan Azaad, Noopur, Smith Seth, Raj Ahuja, Johny Lever, Vishal, Nandita Mehra, Paresh, Yusuf Bawa, Vanashree Joshi, Soma Das, Muskaan, Rochelle Monteiro, Preeti Singh","commercial air travel, hijacking"
Bin Bulaye Baraati,3.8,"Action, Comedy, Crime","Naushaad Abbas, Rati Agnihotri, Shweta Bhardwaj, Gulshan Grover, Manoj Joshi, Shakti Kapoor, Sweta Keswani, Razak Khan, Priyanka Kothari, Dinesh Lamba, Johny Lever, Sanjay Mishra, Rajpal Naurang Yadav, Hemant Pandey, Om Puri, Vijay Raaz, Mallika Sherawat, Aftab Shivdasani",police
Kora Kagaz,7.2,Drama,"Salil Ankola, Amit Behl, Renuka Shahane, S.M. Zaheer, Gauri Tonk, Anil Dhawan, Smita Bansal, Uttara Baokar",husband
Dance Dance,1.9,Drama,"Ramzan Muhammed, Ajaz Kollam, Suraj Venjaramoodu, Kalabhavan Shajohn, Devi Ajith, Kanakalatha, Pradeep Kottayam, Anikha Surendran, Vijayaraghavan",sorry
Rafoo Chakkar,3.4,"Comedy, Crime, Drama","Nauheed Cyrusi, Aslam Khan, Nisha Rawal, Yudhishtir Urs, Sadashiv Amrapurkar, Tinnu Anand, Shakti Kapoor, Anant Mahadevan, Archana Puran Singh, Mita Vashisht",sorry
Jhootha Kahin Ka,4.5,Comedy,"Rishi Kapoor, Jimmy Shergill, Sunny Singh, Omkar Kapoor, Nimisha Mehta, Rucha Vaidya, Manoj Joshi, Lillete Dubey, Rajesh Sharma, Gurbachan Singh, Rakesh Bedi, Neelu Kohli, Shobha Singh, Sunny Leone, Ashok Pathak, Rohan Rajpoot, Rk Gaurav, Natasa Stankovic",love
Benaam Badsha,5.2,"Action, Crime, Drama","Rakesh Bedi, Juhi Chawla, Seema Deo, Rohini Hattangadi, Anil Kapoor, Viju Khote, Sudhir Pandey, Yunus Parvez, Amrish Puri, Ghanshyam Rohera, Ashok Saraf, Mahavir Shah, Satish Shah, Shilpa Shirodkar, Vikas Anand, Satish Kaul","remake of tamil film, rape, rapist, rape victim, redemption, criminal, crime boss, remake, marriage, brothel, brothel madam, child abandonment"
Red Swastik,3.0,"Crime, Drama, Thriller","Sherlyn Chopra, Harsh Chhaya, Deepshikha Nagpal, Deepraj Rana, Kuldeep Mallik, Preeti Koppikar, Rishi Khurana, Manuj Bhaskar, Pankaj Kalra, Yusuf Khan, Sanjay Swaraj, Zahid Ali, Rakesh Shrivastav, Mukesh Panchal, Varsha, Priya Om Jha, Rushali Arora, Amrita","female killer, femme fatale, erotic thriller, panties, kissing, cleavage, sex scene, female serial killer, female protagonist, revenge, revenge killing, killing spree, murder spree, swastika, butcher knife, knife, latex gloves, purse, bare chested male"
Apartment,3.4,"Drama, Mystery, Thriller","Rohit Roy, Tanushree Dutta, Nitu Chandra, Mushtaq Khan, Ravi Jhankal, Nassar Abdulla, Parul Shah, Anupam Kher, Suneshwar Bani, Shivli Bembey, Ramakant Bendre, Kishore Bhanushali, Savita Bhargav, Pragati Chaurasia, Bobby Darling, Udita Goswami, Dinesh Hingoo, Riya Jain","falling to death, voyeur, neighbor, apartment, rooftop, murder of a police officer, bound and gagged, tied to a chair, woman in jeopardy, water tank, dark past, fear of rejection, bipolar disorder, red dress, insanity, insecurity, femme fatale, dangerous friend, anxiety, panic attack, breakup, female bonding, lesbian, closeted lesbian, security guard, boyfriend girlfriend relationship, mumbai india, female protagonist, mental illness, female psychopath, psycho thriller, roommate, remake of american film, weeping man, woman wears a towel, train station, body lands on a car, shooting a police officer in the head, woman in a shower, cooking, cat, falling from height, jumping from a rooftop, hanging from a rooftop, falling from a rooftop, head wound, engagement ring, hit in the leg with a metal pipe, shot in the shoulder, held at gunpoint, hit on the head, shot in the stomach, shot in the head, security footage, police, pistol, stolen gun, corpse, sikh, death by drowning, attempted suicide, accidental killing, elevator, sleeping on the job, cell phone, investigation, murder of fiance, orphanage, prescription drug, photograph, crow, motorcycle, balcony, medication, knife, murderous fantasy, nightie, mistrust, restaurant, answering machine, applying makeup, flashback, film shoot, dead cat, death of pet, miniskirt, lesbian subtext, friendship, blood, photo shoot, shopping, makeover, trying on clothes, flowers, yuppie, fish tank, karaoke, misunderstanding, supermarket, attempted seduction, poet, bookstore, covered female frontal nudity, champagne, jealousy, bathing, dancing, house party, cat lover, house warming, shyness, gun, lyricist, songwriter, film producer, reference to shahrukh khan, moving in, train journey, train compartment, stewardess, sex scene, one word title"
Aabra Ka Daabra,2.5,Fantasy,"Naveen Bawa, Prabhu Deva, Satish Kaushik, Anupam Kher, Krrishna, Vishal Lalwani, Johny Lever, Hansika Motwani, Athit Naik, Archana Puran Singh, Tiara, Shweta Tiwari, Razak Khan",sorry
Kaashi in Search of Ganga,5.3,Thriller,"Prince Adhikari, Aishwarya Devan, Sukriti Gupta, Kranti Prakash Jha, Manoj Joshi, Sharman Joshi, Shahnawaz Khan, Zara Khan, Mugdha Meharia, Akhilendra Mishra, Govind Namdeo, Manoj Pahwa, Gauri Shankar, Priyanka Singh, Mehul Surana, Joginder Tiwari, Pusshkar Tiwari, Paritosh Tripathi",classic film
Phool Aur Patthar,6.6,"Action, Drama, Romance","Meena Kumari, Dharmendra, Shashikala Jawalkar, Lalita Pawar, Sunder, Jeevan Dhar, Rammohan Sharma, Manmohan Krishna, Madan Puri, Tun Tun, Leela Chitnis, Iftekhar, D.K. Sapru, Brahm Bhardwaj, Shyam Kumar, Satish, Farida Dadi, Neelam","criminal, redemption, inheritance, gossip, anti hero, unlikely romance, abandonment, illness, widow, epidemic, man disguised as a woman, pickpocket, court case, trial, child in jeopardy, lawyer, holi, rescue, jewelry, opposites attract, attempted rape, abusive in laws, weeping, robbery, small town, obese man, miser, outcast, blonde wig, dog"
Purani Haveli,5.1,Horror,"Deepak Parashar, Amita Nangia, Shubha, Tej Sapru, Sikander Khan, Preeti Sapru, Anil Dhawan, Shehzad Khan, Narendranath Malhotra, Neelam Mehra, Vijay Arora, Pinchoo Kapoor, Bhushan Tiwari, Leela Mishra, Shyamalee, Sadhana Khote, Mahesh Rodey, Tushar",ramsay's horror
Santa Banta Pvt Ltd,2.7,"Comedy, Crime, Drama","Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan, Ranjeet Bedi, Vrajesh Hirjee, Vijay Patkar, Sonu Nigam, Vikas Bhalla, Ravi Dewan, Malkeet Rauni, Peter Nair",friend
Buddha Mil Gaya,7.0,"Musical, Mystery, Drama","Navin Nischol, Om Prakash, Archana, Deven Verma, Aruna Irani, Lalita Pawar, M.B. Shetty, Asit Kumar Sen, Dulari, Sonia Sahni, Brahm Bhardwaj, Paul Mahendra, Sultan, Oscar Unger, Anwari, Aziz, Ranjish, Fatima","murder, love, old man, photograph, revenge, photographer, missing person, newspaper, slacker, inheritance, garden, landlady"
Prem Pratigyaa,6.2,"Drama, Romance","Mithun Chakraborty, Madhuri Dixit, Vinod Mehra, Ranjeet Bedi, Nilu Phule, Satish Kaushik, Gulnar Irani, Deven Verma, Kamaldeep, Darshan, Manmauji, Akbar Bakshi, Bihari, Jamuna, Subash, M. Shanthi, Sayeeda, Farida Dadi","goon, push cart, hand cart, protection money, slum, change of heart, jail, beating, fight, attempted rape, death, love, death of father"
Teri Meherbaniyan,5.3,"Action, Crime, Drama","Jackie Shroff, Poonam Dhillon, Raj Kiran, Swapna, Govardhan Asrani, Satyendra Kapoor, Sadashiv Amrapurkar, Amrish Puri, Master Vicky, Vikas Anand, Naval Kumar, Radheshyam, Bharat Bhushan Bhatt, Ashok Saxena, Brownie Moti, Harbans Darshan M. Arora","master dog relationship, loyalty, rain, village, dog, widow, death of master, death, affection, puppy, labrador retriever, grief, cruelty to animal, tears, suicide, attempted rape, murder, bathing, evil landowner, revenge, pet, pet dog"
Hum Chaar,5.7,Drama,"Prit Kamani, Simran Sharma, Anshuman Malhotra, Tushar Pandey, Vibha Anand, Jatin Goswami, Jagat Rawat, Himani Sharma, Sonal Jha, Shailesh Datar, Jayshankar Tripathi, Alok Pandey, Sushant Mohindru, Shahnawaz Pradhan, Amit Kumar Jha, Farhan Kaushar, Jatin, Varun Raj Sharma",college
Papi Gudia,2.4,"Horror, Thriller","Avinash Wadhawan, Karisma Kapoor, Tinnu Anand, Mohan Joshi, Subbiraj, Brahmachari, Shraddha Verma, Vikas Anand, Dilip Sinha, Jugnu, Manmauji, Razak Khan, Radha Asrani, Master Amar, Poonam Dasgupta, Shakti Kapoor","black magic, evil doll, boy, child kidnapping, child sacrifice, serial child killer, soul transference, evil man, killer doll, police detective, brother sister relationship, love, explosion, revenge, impalement, hit by a car, toy store, turned into a doll, human turns into a doll, doll, murder, witness, falling to death, babysitter, chase, stage performance"
Prem,4.0,"Action, Drama, Romance","Sanjay Kapoor, Tabu, Deepak Tijori, Dalip Tahil, Aruna Irani, Saeed Jaffrey, Akash Khurana, Beena Banerjee, Raju Kher, Amrish Puri, Navneet Nishan, Govind Namdeo, Sunita Dhingra, Chandrakant Gokhale, Bob Christo, Yusuf Khurram, Anil Saxena, Sudhir","sword, lust, navel, beating, dream, memory, sensuality, sexuality, boyfriend girlfriend relationship, death, love, reincarnation, one word title"
Amanush,7.0,"Drama, Family","Uttam Kumar, Sharmila Tagore, Prema Narayan, Anil Chatterjee, Utpal Dutt, Abhi Bhattacharya, Manmohan, Asit Kumar Sen, Manik Dutt, Tarun Ghosh, Rajni Gupta, Subroto Mahapatra, Amol Sen, Probir Roy, Shambhu Mukherjee, Dina Nath Sharma, Shanti, Shambhu Bhattacharya",sorry
Prem Pujari,4.6,"Drama, Romance","Kunchacko Boban, Shalini, Vineeth, Jagathi Sreekumar, Thilakan, Manoj K. Jayan, Sudheesh, Mammootty, Mayoori, Chakyar Rajan, Captain Raju, Rashmi Soman, Sukumari, Oduvil Unnikrishnan","recording studio, man in a shower, composer, brahmin, hindu priest, shower, singer, love, reference to sachin tendulkar, flower, cricket the sport, watching tv"
Bekhudi,6.4,"Romance, Thriller","Adhyayan Suman, Angel, Anurag Sharma, Dev Sharma, Gulki Joshi, Divya Seth Shah, Yuri Suri, Jas Bhatia, Sahil Bhatia, Zafar Khan, Nishant Mallick, Vijay Singh",sorry
Gone Kesh,6.9,"Comedy, Drama","Shweta Tripathi, Alisha, Deepika Amin, Malvika Bajaj, Ashish Bhatt, Ashish Bhatt, Riam Biswas, Sandipa Das, Bharti Doshi, Sangeeta Duttaa, Kumar Kanchan Ghosh, Forum Gothecha, Gyaneshwar Gyani, Kalyani Jha, Brijendra Kala, Shashi Kiran, Chandan Kumar, Jitendra Kumar","bald, flashback, husband wife relationship, friendship, father daughter relationship, hospital, photograph, dancing, love, family relationships, boyfriend girlfriend relationship, title spoken by character"
Krodh,4.8,"Action, Crime, Drama","Sanjay Dutt, Sunny Deol, Amrita Singh, Sonam, Anupam Kher, Amitabh Bachchan, Paresh Rawal, Jagdeep, Rohini Hattangadi, Pallavi Joshi, Anang Desai, Jatin Khan, Vikram Gokhale, Yashwant Dutt, Bharat Kapoor, Sulabha Deshpande, Chandrashekhar Vaidya, Jack Gaud","revenge, brother sister relationship, attempted rape, miscarriage of justice, pedophile, gang war, mumbai india, two man army, anti hero, villain, death of brother, remorse, prison warden, prison, gangster, police officer, song, reference to mohammad rafi, crime boss, organized crime, brother brother relationship, death of mother, death of father, police, murder, beating, fight, arrest, anger, suicide, rain, parking garage, attempted murder, kidnapping, teenage girl, bully, muslim, football, slum, shot to death, black bra and panties, drive by shooting, wedding, train station, police station, fistfight, orphan, train tracks, tough guy, hit by a train, shootout, truck, ambush, shot in the back, dynamite, hero, redemption, evil man, speech, ambulance, attempted escape, gas station, person on fire, accidental killing, guilt, father son reunion, gym, old photograph, brother slaps brother, climbing a wall, shooting a mirror, burned to death, framed for murder, stabbed to death, title spoken by character"
Mr. Singh Mrs. Mehta,4.0,Drama,"Prashant Narayanan, Aruna Shields, Naved Aslam, Lucy Hassan, Shilpa Mittal","painter, male female relationship, infidelity, unfaithfulness, extramarital affair, sufi music, london england, agony aunt, classical music, venus de milo, nude painting, necklace, adultery"
Global Baba,5.4,Thriller,"Pankaj Tripathi, Sandeepa Dhar, Ravi Kishan, Abhimanyu Singh, Seema Azmi, Leena Balodi, Vishwa Bhanu, Sanjay Mishra","ashram, assassin"
Kaash,6.2,Drama,"Jackie Shroff, Dimple Kapadia, Master Makrand, Anupam Kher, Mehmood, Mukri, Satish Kaushik, Akash Khurana, Sarita Sethi, Avtar Gill, Raju Kher, Dalip Tahil, Subbiraj, Kamal Chopra, R.S. Chopra, Milind Wagh, Ashutosh, Soni Razdan","father son relationship, mother son relationship, grief, husband wife relationship, terminal illness, dysfunctional marriage, alcoholic, cancer, actor, marital reconciliation, depression, genie"
Howrah Bridge,7.3,"Action, Drama, Thriller","Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi, Kareena Kapoor, Esha Deol, Om Puri, Sonu Sood, Anant Nag, Vijay Raaz, Loveleen Mishra, Abhinav Kashyap, Saurabh Shukla, Simran","goon, youth leader, election, bridge, railway station, multiple perspectives, pregnancy, cell phone, chapter headings, one word title, multiple storylines, mob, nonlinear timeline, teenage boy, rebellious son, dinner, wife beater, visa, village, tram, train, swimming, speech, selfishness, sea, rickshaw, revolver, rage, queue, prison cell, pregnant wife, political candidate, passport, nightclub, motorcycle, idealist, hostel, hospital, french lesson, fratricide, fracture, election campaign, corrupt politician, coffee, beach, attempted murder, abortion"
Miley Naa Miley Hum,3.3,"Comedy, Drama, Romance","Chirag Paswan, Kangana Ranaut, Neeru Bajwa, Sagarika Ghatge, Poonam Dhillon, Kabir Bedi, Kunal Kumar, Suresh Menon, Dalip Tahil, Shweta Tiwari, Shahid Khan, Lalit Parashar",fall
Setters,5.2,Thriller,"Shreyas Talpade, Aftab Shivdasani, Sonnalli Seygall, Ishita Dutta, Pawan Malhotra, Vijay Raaz, Manu Rishi Chadha, Anil Charanjeett, Pankaj Jha, Jameel Khan, Niharika Kundu, Tanuka Laghate, Venus Singh, Neeraj Sood, Siddharth Bhardwaj, Sidharth Bhardwaj, Yusof Mutahar, Bhupesh Pandya",sorry
Hum Hain Kamaal Ke,5.6,"Action, Comedy, Crime","Sheeba Agarwal, Sujoy Mukherjee, Kader Khan, Anupam Kher, Aruna Irani, Raza Murad, Sadashiv Amrapurkar, Shivraj, Seema Deo, Viju Khote, Yunus Parvez, Anjan Srivastav, Sameer Khakhar, Rakesh Bedi, Tiku Talsania, Dilip Dhawan, Amita Nangia, Mahesh Anand","framed for murder, on the run, blindness, deafness, blind man, deaf man, lip reading, murder, detective, investigation, gang, diamond, drunk woman"
Tum Se Achcha Kaun Hai,4.7,"Drama, Musical, Romance","Nakul Kapoor, Aarti Chhabria, Kim Sharma, Dalip Tahil, Raghuvir Yadav, Navni Parihar, Viju Khote, Rati Agnihotri, Ali Asgar, Adi Irani, Anant Mahadevan, Ruchi Bafna, Shashi Kiran, Rajpal Naurang Yadav, Neha Pendse, Girija Shankar, Neeraj Vora","love triangle, singer, infatuation, aspiring singer, love, party, obsessive love, obsession, mental illness, businessman, attempted suicide, ambition, star, stardom, award"
Hawayein,0.0,sorry,sorry,bollywood movie hawayein
New Delhi Times,7.8,"Drama, Mystery","Shashi Kapoor, Sharmila Tagore, Om Puri, Kulbhushan Kharbanda, A.K. Hangal, M.K. Raina, Manohar Singh, Ram Gopal Bajaj, B.L. Chopra, Anang Desai, Vijay Kashyap, Mushtaq Khan, Hansu Mehta, Asha Sharma","politician, riot, journalist, photographer, businessman, satire, political corruption, conspiracy, newspaper editor, newspaper reporter, newspaper, journalism, investigation, intimidation, investigative reporter, corruption, city name in title"
